question,question_id,category,release,paper_correct,baseline_correct,paper_prediction,baseline_prediction,expected,paper_index
Which specifications define the Network Resource Model (NRM) information service and solution set for 5G networks and network slicing? [3GPP Release 15],question 1144,Standards overview,15,False,False,Option 5,option 5,option 1,206
What does the Timing Delta MAC CE indicate to an IAB-node? [3GPP Release 17],question 1148,Standards specifications,17,True,True,Option 1,option 1,option 1,207
Is supporting periodic location reporting a requirement for Emergency Services? [3GPP Release 17],question 1160,Standards specifications,17,False,True,Option 1,option 2,option 2,208
What is the purpose of fraud control in the home environment? [3GPP Release 18],question 1161,Standards specifications,18,False,False,Option 4,option 4,option 2,209
Which feature in Rel-16 allows transmission of uplink data payload without performing random access procedures? [3GPP Release 16],question 1166,Standards overview,16,True,True,Option 3,option 3,option 3,210
What is the main goal of enabling 5G LAN-type services and virtual networks? [3GPP Release 16],question 1170,Standards overview,16,True,True,Option 2,option 2,option 2,211
What is the key functionality introduced for prioritization between overlapping uplink resources of one UE in the 5G Core network? [3GPP Release 16],question 1173,Standards overview,16,True,True,Option 3,option 3,option 3,212
What action does the network take if a QCI-1 bearer setup request for VoLTE is rejected during a terminating session? [3GPP Release 14],question 1174,Standards overview,14,False,True,Option 1,option 2,option 2,213
What does network diagnostics aim to achieve? [3GPP Release 17],question 1176,Standards specifications,17,True,True,Option 5,option 5,option 5,214
What is the purpose of load-balancing steering mode enhancements? [3GPP Release 17],question 1184,Standards overview,17,True,True,Option 3,option 3,option 3,215
What is the maximum number of CBR range configurations for sidelink communication congestion control? [3GPP Release 17],question 1185,Standards specifications,17,False,False,Option 12,option 2,option 1,216
What information is included in the Location Report message when the NG-RAN detects that the UE has moved out of or into multiple areas of interest? [3GPP Release 18],question 1189,Standards specifications,18,True,True,Option 4,option 4,option 4,217
Which satellite access network type has the lowest end-to-end latency requirement in a 5G system? [3GPP Release 17],question 1191,Standards specifications,17,True,True,Option 3,option 3,option 3,218
Which standard defines the integration of the 5G System into a TSN data network (DN)? [3GPP Release 18],question 1196,Standards specifications,18,False,False,Option 2,option 4,option 5,219
What is the on-duration of DRX? [3GPP Release 18],question 1207,Standards specifications,18,True,True,Option 3,option 3,option 3,220
What inputs are required for the Nmfaf_3caDataManagement_Notify service operation? [3GPP Release 18],question 1210,Standards specifications,18,False,True,Option 3,option 2,option 2,221
Which 3GPP working group is responsible for defining the security aspects of LTE based V2X communication? [3GPP Release 14],question 1211,Standards overview,14,False,True,Option 4,option 3,option 3,222
What are the data services included in MCData in Release 14? [3GPP Release 14],question 1215,Standards overview,14,True,True,Option 3,option 3,option 3,223
What is the purpose of service continuity in the Evolved Packet System? [3GPP Release 17],question 1217,Standards specifications,17,True,True,Option 4,option 4,option 4,224
What does the SMF do when it receives the enabling request for analytics information exposure from a UE? [3GPP Release 18],question 1226,Standards specifications,18,False,False,Option 1,option 5,option 2,225
What can the user change in the privacy exception list? [3GPP Release 17],question 1228,Standards specifications,17,True,True,Option 5,option 5,option 5,226
What does a '1' value for a bit in the TRS availability indication field indicate? [3GPP Release 17],question 1241,Standards specifications,17,True,False,Option 5,option 1,option 5,227
What is the purpose of transferring CDRs via Bx? [3GPP Release 18],question 1246,Standards specifications,18,False,True,Option 1,option 2,option 2,228
What is the purpose of spreading in PUCCH formats 3 and 4? [3GPP Release 17],question 1248,Standards specifications,17,False,True,Option 4,option 2,option 2,229
How does the NWDAF collect input data for PDU Session traffic analytics? [3GPP Release 18],question 1253,Standards specifications,18,True,True,Option 3,option 3,option 3,230
Which of the following options does NWDAF collect input data from? [3GPP Release 18],question 1254,Standards specifications,18,True,True,Option 4,option 4,option 4,231
What is the purpose of the xMB API? [3GPP Release 16],question 1258,Standards overview,16,False,False,Option 1,option 1,option 4,232
What is the purpose of Indirect 3GPP Communication? [3GPP Release 17],question 1264,Standards specifications,17,True,True,Option 1,option 1,option 1,233
What is the SNR target for higher CBWs assuming 16 and 20 dB? [3GPP Release 18],question 1274,Standards specifications,18,False,False,Option 4,option 2,option 3,234
How is a 5G VN group identified? [3GPP Release 18],question 1283,Standards specifications,18,False,True,Option 4,option 2,option 2,235
Which message contains the low layer configuration for the UE? [3GPP Release 17],question 1287,Standards specifications,17,True,False,Option 5,option 3,option 5,236
What are the two main groups of logical channels in the MAC sublayer? [3GPP Release 17],question 1288,Standards specifications,17,False,True,Option 1,option 2,option 2,237
What is the purpose of the feature 'Multi-server bearer coordination' for MBMS usage in MC services? [3GPP Release 15],question 1299,Standards overview,15,False,True,Option 2,option 1,option 1,238
What is VarMeasIdleConfig used for? [3GPP Release 17],question 1310,Standards specifications,17,False,True,Option 2,option 1,option 1,239
What is the role of a Relay Node (RN) in E-UTRAN? [3GPP Release 17],question 1311,Standards specifications,17,False,False,Option 2,option 2,option 1,240
What is the purpose of S-NSSAI based congestion control? [3GPP Release 18],question 1312,Standards specifications,18,True,True,Option 2,option 2,option 2,241
Which access control mechanisms are supported by NG-RAN? [3GPP Release 18],question 1318,Standards specifications,18,True,True,Option 5,option 5,option 5,242
What is the purpose of the N26 interface in the non-roaming architecture for interworking between 5GS and EPC? [3GPP Release 18],question 1321,Standards specifications,18,False,False,Option 2,option 3,option 1,243
Which interface is used between the BSC and BTS to support the services offered to the GSM users and subscribers? [3GPP Release 17],question 1331,Standards specifications,17,True,True,Option 3,option 3,option 3,244
What is the purpose of the 'Connect-streaming' communication paradigm in management service interactions? [3GPP Release 17],question 1343,Standards specifications,17,True,True,Option 2,option 2,option 2,245
Which interface is used to transfer OAM traffic between the RN and the OAM system? [3GPP Release 17],question 1345,Standards specifications,17,False,True,Option 5,option 3,option 3,246
Which state is the UE expected to receive the DL PRS for RTT-based propagation delay compensation in? [3GPP Release 17],question 1348,Standards specifications,17,True,True,Option 2,option 2,option 2,247
"What aspect does the CT Work Item ""V8-CT"" focus on? [3GPP Release 14]",question 1355,Standards overview,14,False,True,Option 3,option 4,option 4,248
Where can the UE receive PLMN identity and CN type information in a given cell? [3GPP Release 17],question 1358,Standards specifications,17,True,True,Option 4,option 4,option 4,249
What is the cyclic-prefix length for normal cyclic prefix in SC-FDMA? [3GPP Release 17],question 1361,Standards specifications,17,True,False,Option 2,option 1,option 2,250
What physical channel is used for sidelink transmitted data itself? [3GPP Release 17],question 1370,Standards specifications,17,True,True,Option 4,option 4,option 4,251
What is the reference point between the GGSN and a packet data network? [3GPP Release 17],question 1375,Standards specifications,17,True,True,Option 4,option 4,option 4,252
What can a consumer of user data congestion analytics request? [3GPP Release 18],question 1379,Standards specifications,18,True,True,Option 4,option 4,option 4,253
